0,1,date,place,accompanying text,link
-121.803388,47.432251,11/11/16,community center,"Fuck-you, N***er",www.centralmaine.com/2016/12/13/waterville-city-leaders-jewish-congregation-react-strongly-to-painting-of-swastika-on-rock-at-recreation-area/
-77.016719,38.911936,11/11/16,K-12,Stop-Racism,www.orlandosentinel.com/features/education/os-swastika-graffiti-lake-brantley-high-school-20161220-story.html
-77.777872,42.783801,11/11/16,public space,"666, F*KKK, GBE, F**K AITE",www.ocregister.com/2017/01/09/swastikas-at-mission-viejo-park-unite-multifaith-community/
-72.66898,42.26676,11/11/16,religious institution,"Love-Trumps-Hate, Nyet, Impeach-Little-Hands",christiandaily.com/article/california-church-targeted-in-hate-crime-vandalized-with-swastika-signs/59617.htm
-74.018244,40.68863,11/12/16,private property,KKK,www.wtae.com/article/swastikas-hitler-was-right-carved-on-walls-during-boat-vandalism-spree/8543361#
-76.857577,40.825914,11/12/16,public facility,homophobic language,www.kansascity.com/news/local/crime/article120605898.html
-89.483519,34.330814,11/12/16,college,I-Like-Beer,www.capitalgazette.com/news/ph-ac-cn-aacc-hatecrime-1217-20161217-story.html
-117.435997,47.66264,11/12/16,public facility,"Arbeit-Macht-Free; Finish-what-he-Started, AryanUnderground.com",wqad.com/2016/12/13/vandal-scrawls-swastikas-racist-word-and-hail-pres-trump-at-kansas-city-library/
-74.119236,40.935348,11/13/16,K-12,White-Power,www.palmbeachdailynews.com/news/local/day-academy-responds-swastika-bathroom/jmmnKHWMtr9bLWBmLtYTMN/
-82.64092,27.775654,11/14/16,K-12,"Trump-Rules, ANTIFA-SUCKS",www.mcall.com/news/local/eastpenn/mc-east-penn-school-board-20161213-story.html
-73.78457,43.08313,11/14/16,public space,Bitches-Beware,www.baltimoresun.com/maryland/howard/ph-ho-cf-clarksville-property-destruction-1222-20161215-story.html
-76.746769,37.310451,11/15/16,public space,Clinton,www.rawstory.com/2016/12/trump-2016-swastika-and-n-word-written-on-car-in-second-incident-at-temple-university/
-72.796292,41.284746,11/15/16,public space,Soon,www.ocregister.com/2017/01/09/swastikas-at-mission-viejo-park-unite-multifaith-community/
-84.792885,42.2906,11/15/16,local business,"Make-America-Great-Again, Juden-Raus, N****rs-and-Fa***ts-must-burn-in-Hell, Christian-Identity-is-Back",www.sentinelandenterprise.com/2016/12/21/fitchburg-police-probe-after-swastikas-racial-slurs-left-on-buildings/
-74.018244,40.68863,11/15/16,private property,"N***er, Get-Out",www.latimes.com/socal/glendale-news-press/news/tn-gnp-me-hate-crime-20161220-story.html
-122.53037,45.44679,11/16/16,private property,Is-this-Political-Enough?,nypost.com/2016/12/18/small-town-being-graffitied-with-swastikas-even-in-the-snow/
-104.996553,39.760189,11/16/16,religious institution,Kyke,www.heraldtribune.com/news/20161222/swastikas-drawn-on-sarasota-jewish-temple
-74.018244,40.68863,11/17/16,public space,N****r-Die,www.longislandpress.com/2016/12/24/20-foot-swastika-dug-into-levittown-field-cops-say/
-71.879415,42.265275,11/17/16,public space,"Just-Say-No-to-Jewish-Lies, Join-the-White-Gang, Solar-Cross-Society",www.latimes.com/local/lanow/la-me-ln-graffiti-palo-alto-20161230-story.html
-81.282815,29.466085,11/17/16,K-12,Thank-you!,www.metrowestdailynews.com/news/20161222/anti-semitic-graffiti-found-in-natick-middle-school
-73.693128,40.839896,11/17/16,K-12,N***er,patch.com/massachusetts/milton/town-officials-condemn-swastika-found-pierce-middle-school
-73.171578,43.991942,11/17/16,college,"We're-Here, Anti-Antifa, SS",http://www.newsindiatimes.com/20-year-old-indian-american-arrested-for-painting-swastika-graffiti
-71.251725,42.54933,11/18/16,public space,KKK,dailyvoice.com/new-york/lewisboro/schools/graffiti-including-swastika-found-at-closed-lewisboro-elementary-school/694410/
-73.471416,41.376242,11/19/16,public space,"SS, AMOG, Build-the-Wall, your-home",patch.com/new-jersey/bridgewater/swastika-carved-raritan-train-station-under-investigation
-73.494637,41.308201,11/19/16,public space,MS-13,usatodayhss.com/2016/va-little-league-complex-vandalized-with-swastika-white-power
-74.018244,40.68863,11/20/16,private property,Heil-Hitler,worldisraelnews.com/watch-teen-apologizes-bending-menorah-swastika/
-77.010948,39.036289,11/20/16,public space,187; Patrick-n-Heather; 2017,www.newsday.com/long-island/crime/cops-swastika-graffiti-in-trump-name-probed-by-hate-crimes-unit-1.12838339
-104.996553,39.760189,11/20/16,religious institution,It's-okay-to-be-White; White-Lives-Matter; Not-Here-Not-Ever,www.timesunion.com/local/article/Boy-arrested-in-Esperance-swastika-graffiti-spree-10840736.php
-75.344083,39.897162,11/20/16,public space,Max-G-was-here,www.timescall.com/longmont-local-news/ci_30699524/swastikas-automobileved-into-playground-equipment-at-longmonts-loomiller
-82.324515,29.648993,11/20/16,college,"SS, AB",www.jta.org/2017/01/03/news-opinion/united-states/swastika-painted-on-reform-rabbinical-schools-sign-in-cincinnati
-73.71457,41.04093,11/20/16,public space,Tygarclan,patch.com/new-york/washington-heights-inwood/swastika-graffiti-spotted-inwood-subway-station
-72.927507,41.365709,11/21/16,public space,Neo-Nazi,www2.ljworld.com/weblogs/crime_blog/2017/jan/9/graffiti-swastika-reported-on-centennial/
-87.702155,42.049148,11/21/16,public space,"Deport-them-All, End-White-Guilt",www.greeleytribune.com/news/local/residents-of-greeley-neighborhood-angry-puzzled-after-finding-large-swastikas-in-snow-on-lake-at-glenmere-park/
-72.294803,42.965044,11/21/16,private property,No-Gays,www.wtol.com/story/34236823/police-investigating-swastika-vulgar-message-spray-pained-on-house
-84.47405,33.844371,11/22/16,private property,Kill-them-All,www.cincinnati.com/story/news/2017/01/12/swastika-anti-arab-graffiti-target-lebanese-family-ohio/96483726/
-74.63849,41.03343,11/22/16,college,Hail-Hitler,www.chicagotribune.com/suburbs/river-forest/news/ct-rfl-dominican-swastika-tl-0202-20170124-story.html
-71.575864,42.500187,11/24/16,public space,Hitler-did-Nothing-Wrong,www.miamiherald.com/news/local/crime/article126116769.html
-84.53822,39.166759,11/24/16,community center,F*g,www.dnainfo.com/new-york/20170111/willowbrook/swastika-graffiti-jcc-of-staten-island/'
-72.821653,42.413069,11/26/16,college,KEK,retriever.umbc.edu/2017/01/racist-religious-hate-crime-ite-building/
-108.387392,45.686966,11/28/16,private property,KKK,www.wect.com/story/34281632/woman-says-car-was-vandalized-because-of-trump-bumper-sticker/
-93.269097,44.984577,11/28/16,college,KKK,www.nbcbayarea.com/news/local/swastikas-pro-trump-fliers-found-on-uc-berkeley-printers/21283/
-73.191789,40.810246,11/28/16,K-12,White-Power,dailyvoice.com/new-york/lewisboro/schools/katonah-lewisboro-superintendent-saddened-and-angered-by-swastikas/697070/
-71.078494,42.240598,11/29/16,protest/rally,"Hail-Satan, Ni*ger",rare.us/rare-news/across-the-u-s-a/when-a-bystander-saw-a-trump-protester-in-a-swastika-shirt-his-response-stopped-people-in-their-tracks/
-112.351835,33.703967,11/29/16,local business,666,la.eater.com/2017/1/26/14406304/los-angeles-eagle-rock-public-house-swastika-trump
-77.182953,39.139336,11/29/16,K-12,Heil-Hitler-Nazis,www.wcpo.com/news/local-news/hamilton-county/cincinnati/hyde-park/swastikas-painted-at-withrow-high-school
-73.64068,40.74927,11/30/16,local business,Cal-Poly-Liberal-Pussies,www.kcra.com/article/vandals-scrawl-swastika-on-tahoe-park-barber-shop/8664477#
-77.777872,42.783801,11/30/16,public space,White-Men-don't-let-them-take-your-Guns,patch.com/wisconsin/portwashington-wi/memorial-pavilion-defaced-profanity-swastika
-71.088745,42.308198,11/30/16,public facility,"Whites-Only, Get-Out, KKK, SS",abc7chicago.com/news/graffiti-of-trumps-name-swastikas-found-at-northbrook-library/1717307/
-73.64068,40.74927,11/30/16,college,Ni*ger,www.nj.com/mercer/2017/03/swastika_found_on_princeton_universitys_campus.html
-74.267541,40.745772,12/1/16,public space,666,www.oregonlive.com/portland/2017/01/nazi_and_anti-feminist_graffit.html
-118.248405,33.973951,12/1/16,K-12,Gas the Jews,www.baltimorecountymd.gov/News/PoliceNews/iWatch/detectivesworkwithcommunitytoclearsixgraffiticasesandaburglary
-76.935861,39.105644,12/1/16,private property,National Socialist Legion,www.baltimorecountymd.gov/News/PoliceNews/iWatch/detectivesworkwithcommunitytoclearsixgraffiticasesandaburglary
-84.258472,30.427753,12/1/16,public space,Race Traitors Get the Rope,www.baltimorecountymd.gov/News/PoliceNews/iWatch/detectivesworkwithcommunitytoclearsixgraffiticasesandaburglary
-87.62213,41.88531,12/1/16,private property,Wite Pride [sic],www.baltimorecountymd.gov/News/PoliceNews/iWatch/detectivesworkwithcommunitytoclearsixgraffiticasesandaburglary
-76.397634,40.331594,12/2/16,local business,666,www.theledger.com/news/20170126/stones-with-swastikas-left-outside-lakeland-store
-76.948072,40.969642,12/2/16,private property,"refugees not welcome, Nordic white boys",chicago.cbslocal.com/wp-content/uploads/sites/15116062/2017/01/claremont-graffiti.png?w=640&h=360&crop=1
-76.397634,40.331594,12/3/16,college,"racial slurs, Trump",www.alligator.org/news/campus/article_ff050240-e3e2-11e6-a7c8-d7f0f011fd11.html
-72.294803,42.965044,12/3/16,college,"Hail Trump, N*ggers Keep Out",www.stanforddaily.com/2017/01/26/anti-semitic-hack-targets-university-printers/
-71.088745,42.308198,12/5/16,private property,"ein Volk, ein Reich, ein Führer; Seig Heil [sic]",www.baltimorecountymd.gov/News/PoliceNews/iWatch/detectivesworkwithcommunitytoclearsixgraffiticasesandaburglary
-96.171104,41.291736,12/5/16,K-12,Nazi rules,www.patriotledger.com/news/20170127/stoughton-teachers-cite-grave-concern-in-response-to-swastika-incidents
-117.769442,33.640302,12/5/16,college,anti-gay slur,www.wuft.org/news/2017/01/27/while-activists-gather-at-rally-to-commemorate-auschwitz-liberation-another-swastika-wearer-spotted/
-71.132947,42.380442,12/8/16,K-12,Whites Only,www.wftv.com/news/local/parent-reports-courtyard-of-winter-garden-middle-school-defaced-with-swastikas/489713235
-74.04514,40.84121,12/8/16,private property,"1488, white pride",www.chron.com/neighborhood/fortbend/news/article/Swastikas-Trump-signage-appear-around-Fort-10901188.php
-74.018244,40.68863,12/8/16,public space,"f--- u, black, KKK",www.longislandpress.com/2017/01/30/swastika-made-of-silly-string-found-on-jericho-sidewalk/
-69.617809,44.554321,12/9/16,public space,white power,www.chicagotribune.com/suburbs/northbrook/ct-nbs-northbrook-youth-tl-0202-20170130-story.html
-81.365039,28.666625,12/9/16,private property,KKK,www.wnem.com/news/police-investigate-possible-hate-crime-after-swastika-found-on-door/article_a80279f0-1480-5e95-a48d-4caed7f2be85.html
-122.989975,38.463088,12/9/16,K-12,white power,www.wkyt.com/content/news/Student-finds-swastika-on-wall-in-bathroom-of-Lexington-high-school-412328393.html
-118.012225,33.846302,12/10/16,public facility,"NAZI pigs, Nazi pigs die",www.wkyt.com/content/news/Student-finds-swastika-on-wall-in-bathroom-of-Lexington-high-school-412328393.html
-94.630384,39.103053,12/11/16,public facility,Rapist Nazi Pedophiles; Nazi Rapist Pigs,www.baltimorecountymd.gov/News/PoliceNews/iWatch/detectivesworkwithcommunitytoclearsixgraffiticasesandaburglary
-98.38343,38.498546,12/12/16,college,synagogue of Satan 14/88,uofsdmedia.com/swastikas-found-on-campus/
-80.038113,26.600995,12/12/16,public space,Vote MAGA,www.fox5ny.com/news/swastika-scrawled-in-snow-in-park-in-queens
-75.469236,40.602658,12/12/16,public facility,"Kike, 666, F*ck Hillary, N*ggers Suck",patch.com/illinois/skokie/swastika-found-skokie-holocaust-museum
-76.951498,39.212456,12/14/16,K-12,666,www.azcentral.com/story/news/local/scottsdale-breaking/2017/02/03/scottsdale-swastikas-painted-outside-cherokee-elementary-school-paradise-valley/97456862/
-75.11787,40.001811,12/14/16,K-12,Kill Kykes,www.bostonglobe.com/metro/regionals/west/2017/02/08/swastikas-offensive-posts-reported-newton-north/Jr25lqsEHqTiwLwsatCN0I/story.html
-117.769442,33.640302,12/14/16,college,racial slur,www.dailytargum.com/article/2017/02/rupd-investigates-report-of-vandalism-in-clothier-hall
-71.816767,42.583689,12/14/16,religious institution,racial slurs,www.nprillinois.org/post/illinois-issues-officials-wage-war-against-hate#stream/0
-118.248405,33.973951,12/16/16,public facility,n-word,www.app.com/story/news/crime/jersey-mayhem/2017/02/03/swastikas-anti-trump-graffiti-atlantic-highlands/97436930/
-73.64068,40.74927,12/17/16,college,Legal equals legal,www.ricethresher.org/article/2017/02/willys-statue-vandalized-with-swastika
-82.537169,27.335023,12/17/16,college,KKK,wjla.com/news/local/swastika-gay-slur-note-found-outside-building-on-univ-mary-washington-campus
-73.515819,40.7228,12/21/16,religious institution,I hate Jews,news3lv.com/news/local/swastika-carved-into-wall-of-local-synagogue-during-services
-122.149915,37.444122,12/21/16,public transportation,C.I.A. FU,people.com/human-interest/new-yorkers-erase-swastikas-subway/
-71.3495,42.28343,12/22/16,local business,Heil Hitler,koin.com/2017/02/06/2-reports-of-swastika-graffiti-in-eugene-over-weekend/
-71.078494,42.240598,12/24/16,local business,Good Luck,sanfrancisco.cbslocal.com/2017/02/04/swastika-carved-into-danville-hillside/
-74.642649,40.573802,12/27/16,public space,"racial slurs and threats, room numbers of African Americans ",chicagoist.com/2017/02/06/swastika_logan_square.php
-111.878217,33.324113,12/30/16,public space,Kill them All,www.vcstar.com/story/news/local/communities/conejo-valley/2017/02/07/conejo-valley-park-defaced-swastikas/97598516/
-105.103179,40.164837,1/2/17,college,"vulgar words, phrases, and racial slurs",www.twincities.com/2017/02/16/umn-student-arrested-for-swastika-vandalism-in-residence-hall/
-84.53822,39.166759,1/2/17,governmental building,Natzis,www.courant.com/news/connecticut/hc-new-haven-trump-graffiti-20170207-story.html
-73.747376,40.620492,1/2/17,K-12,Yid,fox17.com/news/local/swastika-found-in-blackman-high-school-bathroom-stall
-95.208909,39.023294,1/7/17,college,"""KKK,"" last names of four black students",www.twincities.com/2017/02/16/umn-student-arrested-for-swastika-vandalism-in-residence-hall/
-104.680631,40.384991,1/8/17,K-12,"“Don’t be stupid, be a smarty! Come and join the Nazi party!”",www.steamboattoday.com/news/swastikas-at-steamboat-springs-high-school-prompt-concern/
-83.569359,41.720684,1/10/17,K-12,racial slur,www.fox26houston.com/news/swastika-graffiti-found-in-front-of-a-spring-middle-school
-87.81395,41.89781,1/11/17,K-12,F*CK,lewisboro.dailyvoice.com/schools/another-swastika-is-found-at-john-jay-high-school/699334/
-74.114616,40.606381,1/11/17,K-12,WP,www.tapinto.net/towns/westfield/articles/hate-symbol-found-at-a-westfield-elementary-schoo
-76.623489,39.296536,1/14/17,private property,Mass shooting in Sierra Hall 12/12/18,www.nydailynews.com/new-york/nyc-crime/swastikas-drawn-snow-cars-jewish-brooklyn-neighborhood-article-1.2968651
-77.963628,34.271985,1/17/17,private property,Jews have no business at CMU!,dailygazette.com/article/2017/02/10/schenectady-police-investigate-swastika-vandalism
-73.612074,41.269896,1/19/17,private property,English and Spanish slurs,www.vcstar.com/story/news/2017/02/15/police-investigate-anti-semitic-material-found-oak-park/97957174/
-77.016719,38.911936,1/19/17,private property,Fur Immer,www.timesofisrael.com/swastikas-found-in-posted-on-la-ny-homes/
-118.248405,33.973951,1/20/17,religious institution,"Love not Hate, You are Not Alone, Love your Folk",www.timesofisrael.com/swastikas-found-in-posted-on-la-ny-homes/
-84.53822,39.166759,1/21/17,private property,"Jews are Poisoning our Children, Homosexuality is Crime Against Nature, ",www.timesofisrael.com/swastikas-found-in-posted-on-la-ny-homes/
-121.555406,38.380456,1/21/17,private property,Buddhist Swastik History is Knowledge,www.miamiherald.com/news/state/florida/article132357654.html
-87.881232,43.387702,1/22/17,college,Hail Hitler,www.stanforddaily.com/2017/02/15/police-blotter-feb-7-feb-14/
-87.838815,42.120176,1/23/17,K-12,racial slurs,www.fox25boston.com/news/westwood-school-working-with-synagogue-after-finding-swastika/494541339
-74.693953,40.343625,1/23/17,K-12,N*gger,www.orlandosentinel.com/news/education/os-swastika-seminole-school-bus-20170228-story.html
-122.690794,45.507856,1/24/17,college,White Power,www.dailystormer.com/seattle-diverse-theater-terrorized-by-nazi-posters/
-76.623489,39.296536,1/25/17,K-12,F1R,http://www.palmbeachpost.com/news/crime--law/new-swastika-found-drawn-boys-bathroom-boca-middle-school/MTMBZ7GcZmcHipv0VgCTZM/
-76.623489,39.296536,1/25/17,local business,Kill the Jews. Hitler was here.,thepublicsradio.org/post/swastika-found-painted-dumpster-outside-providence-ymca#stream/0
-76.623489,39.296536,1/25/17,public space,I hate minorities,www.wilsonpost.com/news/sign-vandalized-with-swastika-near-mt-juliet/article_b8764095-f547-5f67-b993-1ff2b4ed15fa.html
-76.623489,39.296536,1/25/17,local business,death,onlineathens.com/local-news/2017-02-17/swastika-left-note-watkinsville-restaurant-closed-day-without-immigrants
-81.899669,28.035908,1/25/17,K-12,death,www.pennlive.com/news/2017/02/shippensburg_high_school_spiri.html
-87.62213,41.88531,1/25/17,private property,Kill the Jews,www.sfgate.com/crime/article/Swastikas-and-Mengele-sprayed-on-Marina-10941972.php
-82.324515,29.648993,1/26/17,college,death,www.startribune.com/u-police-investigate-latest-anti-semitic-postings-on-campus/414140383/
-122.149915,37.444122,1/26/17,public transportation,Die Jew Bitch,nypost.com/2017/03/06/man-arrested-for-drawing-swastikas-in-penn-station/
-76.623489,39.296536,1/25/17,public space,"Heil Hitler, Expel the Jews, Hitler was Right, Oy vey! This is MAGA country, Day of the Rope",http://www.kentlive.news/a-swastika-has-been-sprayed-on-to-a-slide-in-a-park-in-rochester/story-30145977-detail/story.html
-71.105733,42.118416,1/27/17,K-12,"Kill All Jews,  Watch Out Communist Bombing on March 6, 2019, and March 7, 2019",lasvegassun.com/news/2017/feb/21/swastika-painted-on-front-door-of-cheyenne-high-sc/
-82.324515,29.648993,1/27/17,public space,Gas,www.swnewsmedia.com/chaska_herald/news/public_safety/bridge-vandalized-with-swastika-president-s-name/article_05e6436b-eccd-57af-bddc-7226783626b6.html/
-81.605846,28.541579,1/27/17,public space,,www.fredericknewspost.com/news/crime_and_justice/cops_and_crime/frederick-social-worker-covers-downtown-swastika-graffiti-with-kind-message/article_5db0015e-a89e-5785-8b8b-afc12c09f7cd.html
-73.539911,40.789722,1/29/17,private property,,www.wallyhood.org/2017/02/swastika-painted-wallingford/#gsc.tab=0
-83.319558,43.121459,1/30/17,K-12,,www.eastbaytimes.com/2017/03/16/fremont-two-minors-admit-to-spray-painting-swastika-on-horner-portable/
-84.61645,38.037847,1/30/17,K-12,,morristowngreen.com/2017/03/10/morris-township-school-hopes-to-turn-swastika-incident-into-teachable-moment/
-115.10647,36.17372,1/30/17,public space,,tbrnews.com/news/swastika-left-in-sand-in-front-of-hermosa-beach-resident/article_3ac66c46-fee7-11e6-8fd4-231917d8d72a.html
-76.623489,39.296536,2/1/17,college,,www.huffingtonpost.com/entry/swastika-gender-neutral-bathroom_us_58b089b2e4b060480e07c083
-117.170912,32.724103,2/1/17,private property,,www.nbcwashington.com/news/local/racist-graffiti-swastikas/164227/
-87.729928,42.035259,2/1/17,college,,www.usnews.com/news/best-states/rhode-island/articles/2017-03-02/swastika-burned-into-sign-along-bike-path-in-barrington
-111.94265,33.53115,2/2/17,public space,,www.wkbw.com/news/swastikas-and-squiggly-lines-spray-painted-on-vehicles-in-orchard-park
-71.188149,42.353696,2/2/17,K-12,,www.kgw.com/article/news/crime/swastikas-painted-inside-liberty-high-school/283-414567196
-74.444395,40.486754,2/2/17,abandoned structure,,www.nj.com/mercer/2017/03/swastika_painted_over_puerto_rican_flag_mural.html
-87.62213,41.88531,2/3/17,public space,,www.mymotherlode.com/news/local/286643/racist-vandalism-in-sonora.html
-74.03431,40.40789,2/3/17,public space,,www.usnews.com/news/best-states/rhode-island/articles/2017-03-02/swastika-burned-into-sign-along-bike-path-in-barrington
-95.309789,29.813142,2/3/17,public space,,www.miamiherald.com/news/local/community/miami-dade/miami-beach/article135127034.html
-77.483689,38.295135,2/4/17,public space,,www.8newsnow.com/news/local-fraternity-finds-anti-semitic-graffiti-near-home/664400334/
-115.10647,36.17372,2/4/17,K-12,,www.lohud.com/story/news/crime/2017/02/28/lewisboro-swastikas-john-jay-high-school/98519264/
-74.018244,40.68863,2/4/17,K-12,,dailyvoice.com/new-york/ramapo/news/swastikas-anti-semitic-messages-found-in-ramapo-say-police/701242/
-123.080181,44.067988,2/4/17,college,,www.thetriangle.org/news/crime-report-feb-25-march-13/
-121.916718,37.832075,2/4/17,public space,,newyork.cbslocal.com/2017/02/28/cbs2-exclusive-swastikas-messages-of-hate-appear-on-bridge-in-west-orange-park/
-87.62213,41.88531,2/4/17,religious institution,,newyork.cbslocal.com/2017/03/01/swastikas-uws-church/
-119.1343,34.032383,2/5/17,religious institution,,www.cleveland.com/court-justice/2017/03/swastika_anti-semitic_language.html
-93.269097,44.984577,2/7/17,private property,,philadelphia.cbslocal.com/2017/03/01/police-swastika-spray-painted-on-front-step-of-home/
-72.927507,41.365709,2/7/17,K-12,,njjewishnews.timesofisrael.com/parents-students-charge-anti-semitism-ignored-in-east-brunswick-schools/#.WTHsUhPysUE
-86.778098,36.165688,2/7/17,college,,philadelphia.cbslocal.com/2017/03/02/haverford-college-standing-against-anti-semitism-after-swastika-found-inside-dorm-room/
-93.269097,44.984577,2/8/17,K-12,,www.postandcourier.com/news/charleston-high-school-students-edit-photo-of-school-play-to/article_c96699ce-ff84-11e6-a462-438faefee6ac.html
-106.829354,40.486391,2/8/17,K-12,,dcist.com/story/17/03/03/swastika-schoolwithoutwalls/
-95.383966,30.062169,2/8/17,public facility,,www.wfmz.com/news/berks/teens-write-apology-for-hate-symbol-outside-exeter-library/381104380
-73.612074,41.269896,2/8/17,college,,www.statesman.com/NEWS/20170307/Anti-Semitic-posters-removed-from-Texas-State-University-campus
-74.346764,40.652851,2/8/17,public space,,http://www.northjersey.com/story/news/bergen/ridgewood/2017/03/06/swastika-sidewalk-spurs-ridgewood-action/98808492/
-74.058015,42.833261,2/10/17,college,,www.thetriangle.org/news/crime-report-feb-25-march-13/
-118.766918,34.184975,2/11/17,private club,,www.northjersey.com/story/news/crime/2017/03/07/police-painted-swastika-found-mahwah/98841124//
-118.248405,33.973951,2/12/17,college,,foxillinois.com/news/local/u-of-i-employee-reports-blue-swastika-found-on-building
-118.248405,33.973951,2/12/17,K-12,,fall-river.wickedlocal.com/news/20170310/swastikas-again-found-in-milton-school
-80.10717,26.375954,2/12/17,K-12,,fox8.com/2017/03/09/swastika-found-on-locker-door-at-ellet-high-school-in-akron/
-122.149915,37.444122,2/12/17,college,,psuvanguard.com/white-nationalist-pro-trump-graffiti-spotted-in-psu-bathroom/
-71.199238,42.220548,2/15/17,K-12,,www.tapinto.net/towns/morristown/sections/in-the-schools/articles/second-bias-incident-at-morristown-middle-school
-81.340639,28.705924,2/15/17,K-12,,wtop.com/montgomery-county/2017/03/swastikas-found-at-montgomery-co-school-after-diversity-lesson/
-121.803388,47.432251,2/15/17,private property,,www.oregonlive.com/portland/index.ssf/2017/03/se_portland_residents_wake_up.html
-80.10717,26.375954,2/16/17,private property,,katu.com/news/local/se-portland-homes-garages-sidewalks-vandalized-with-swastika-graffiti
-71.414451,41.82275,2/16/17,public space,,klfy.com/2017/03/12/swastikas-scrawled-beneath-the-vermilion-river-bridge-in-lafayette-shakes-up-residents/
-86.304922,36.156231,2/17/17,private property,,www.startribune.com/black-family-in-delano-moving-after-new-home-burglarized-scarred-by-racist-graffiti/416348754/
-83.353697,33.992902,2/17/17,college,,www-latimes-com.proxy.lib.umich.edu/local/lanow/la-me-occ-vandalism-20170313-story.html
-77.45983,40.070789,2/17/17,private property,,www.wthr.com/article/nazi-flag-sparks-outrage-outside-east-indianapolis-home
-122.417481,37.776646,2/17/17,K-12,,www.marinij.com/article/NO/20170330/NEWS/170339981
-93.269097,44.984577,2/17/17,K-12,,www.dailybreeze.com/2017/03/23/palos-verdes-estates-police-investigate-swastika-found-on-pv-high-students-car/
-74.018244,40.68863,2/18/17,public space,,www.recordnet.com/news/20170317/swastika-near-temple-garners-concern-in-stockton
-77.684264,43.286024,2/18/17,public space,,www.usatoday.com/story/news/nation-now/2017/03/29/anti-trump-billboard-vandalized-downtown-phoenix/99802722/
-115.10647,36.17372,2/20/17,college,,www.haaretz.com/us-news/1.778397
-93.653336,44.810062,2/21/17,public facility,,www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-synagogue-demonstration-20170318-story.html
-77.33294,39.443551,2/21/17,local business,,www.dailydot.com/irl/bar-fire-calling-customers-racist-names-decorating-beers-swastika/
-121.803388,47.432251,2/22/17,public facility,,www.tennessean.com/story/news/local/wilson/2017/03/22/police-investigate-swastikas-vulgar-graffiti-wilson-county/99491182/
-121.982721,37.565285,2/23/17,college,,wtop.com/fairfax-county/2017/04/1-arrested-in-anti-semitic-vandalism-at-buildings-in-fairfax/
-74.506256,40.77165,2/23/17,college,,thehoya.com/bias-related-vandalism-targets-religious-groups/
-118.39952,33.86224,2/24/17,K-12,,www.jweekly.com/2017/03/22/swastikas-anti-jewish-shouts-at-belmont-high-school/
-71.414451,41.82275,2/24/17,K-12,,patch.com/illinois/joliet/swastika-scratched-music-stand-joliet-west-parent
-78.046093,38.219183,2/24/17,K-12,,www.fox25boston.com/news/galvin-middle-school-investigating-swastikas-found-in-bathroom/505779314
-84.53822,39.166759,2/24/17,public space,,www.wweek.com/news/city/2017/03/29/a-portland-statue-of-ramona-quimby-was-defaced-last-week-with-a-swastika-the-latest-in-a-wave-of-hate-graffiti/
-78.704437,42.742541,2/24/17,college,,www.amchainitiative.org/wp-content/uploads/2017/03/Binghamton-Swastika-3.24.17.pdf
-120.622958,43.971713,2/24/17,public space,,www.wsoctv.com/news/local/residents-wake-up-to-swastikas-kkk-signs-spray-painted-around-neighborhood/505711435
-74.712018,40.280531,2/25/17,public space,,www.heraldonline.com/news/local/crime/article141053998.html
-120.343863,37.96091,2/26/17,K-12,,www.phoenixnewtimes.com/news/phoenix-white-power-and-swastika-graffiti-at-pinnacle-high-school-suspects-arrested-9224962
-71.320395,41.742501,2/26/17,college,,www.fsunews.com/story/news/2017/03/28/swatsika-drawn-near-florida-state-campus/99742336/
-80.458168,25.558428,2/26/17,K-12,,dailyvoice.com/connecticut/ridgefield/news/swastika-racist-anti-semitic-graffiti-found-at-ridgefield-high-school/705503/
-115.10647,36.17372,2/27/17,college,,thetab.com/us/2017/05/12/swastika-graffiti-unh-campus-67879
-73.612074,41.269896,2/27/17,local business,,www.waff.com/story/35551169/downtown-huntsville-business-vandalism-suspect-caught-on-camera
-75.11787,40.001811,2/27/17,college,,www.amchainitiative.org/wp-content/uploads/2017/04/Hampshire-College-Swastika-4.5.17.jpg
-74.267541,40.745772,2/27/17,K-12,,newyork.cbslocal.com/2017/04/02/chappaqua-school-swastika/
-74.018244,40.68863,2/27/17,college,,www.pressherald.com/2017/04/05/anti-muslim-graffiti-found-at-university-of-southern-maine/?rel=related
-82.166534,41.450991,3/1/17,public space,,chpn.net/2017/04/06/swastika-on-marshall-street/
-75.11787,40.001811,3/1/17,college,,http://www.capitolhilltimes.com/Content/News/Schools-Youth/Article/Seattle-U-undocumented-student-finds-swastika-drawing-slipped-under-door/26/344/4832
-74.421695,40.427697,3/1/17,K-12,,www.wspynews.com/news/local/district-says-actions-taken-after-plano-middle-school-student-wears/article_fc536dc6-1abe-11e7-a4f1-3b1035bed2e7.html
-75.321632,40.002911,3/1/17,private property,,www.philly.com/philly/news/crime/Swastika-among-reports-of-vandalism-in-Warminster.html
-77.016719,38.911936,3/2/17,college,,https://twitter.com/account/suspended
-97.997166,29.972907,3/4/17,K-12,,www.boston.com/news/local-news/2017/04/28/police-arrest-man-accused-of-spray-painting-swastika
